gene	KO	pathway	description
Ag_08253	K00128	map00340	Histidine metabolism
Ag_08253	K00128	map00380	Tryptophan metabolism
Ag_08253	K00128	map00410	beta-Alanine metabolism
Ag_08253	K00128	map00561	Glycerolipid metabolism
Ag_08253	K00128	map00620	Pyruvate metabolism
Ag_08253	K00128	map00770	Pantothenate and CoA biosynthesis
Ag_08253	K00128	map01100	Metabolic pathways
Ag_08253	K00128	map01110	Biosynthesis of secondary metabolites
Ag_08253	K00128	map01240	Biosynthesis of cofactors
Ag_08259	K03781	map00380	Tryptophan metabolism
Ag_08259	K03781	map00630	Glyoxylate and dicarboxylate metabolism
Ag_08259	K03781	map01100	Metabolic pathways
Ag_08259	K03781	map01110	Biosynthesis of secondary metabolites
Ag_08259	K03781	map01200	Carbon metabolism
Ag_08259	K03781	map04011	MAPK signaling pathway - yeast
Ag_08259	K03781	map04146	Peroxisome
Ag_08280	K01880	map00970	Aminoacyl-tRNA biosynthesis
Ag_08283	K08336	map04136	Autophagy - other
Ag_08283	K08336	map04138	Autophagy - yeast
Ag_08285	K00452	map00380	Tryptophan metabolism
Ag_08285	K00452	map01100	Metabolic pathways
Ag_08285	K00452	map01240	Biosynthesis of cofactors
Ag_08287	K06662	map04111	Cell cycle - yeast
Ag_08287	K06662	map04113	Meiosis - yeast
Ag_08358	K07160	map00480	Glutathione metabolism
Ag_08358	K07160	map01100	Metabolic pathways
Ag_08359	K00135	map00250	Alanine, aspartate and glutamate metabolism
Ag_08359	K00135	map00310	Lysine degradation
Ag_08359	K00135	map00350	Tyrosine metabolism
Ag_08359	K00135	map00650	Butanoate metabolism
Ag_08359	K00135	map00760	Nicotinate and nicotinamide metabolism
Ag_08359	K00135	map01100	Metabolic pathways
Ag_08392	K03861	map00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
Ag_08392	K03861	map01100	Metabolic pathways
Ag_08394	K03861	map00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
Ag_08394	K03861	map01100	Metabolic pathways
Ag_08395	K15920	map00520	Amino sugar and nucleotide sugar metabolism
Ag_08395	K15920	map01100	Metabolic pathways
Ag_08407	K00143	map00300	Lysine biosynthesis
Ag_08407	K00143	map01100	Metabolic pathways
Ag_08407	K00143	map01110	Biosynthesis of secondary metabolites
Ag_08407	K00143	map01230	Biosynthesis of amino acids
Ag_08408	K17818	map00040	Pentose and glucuronate interconversions
Ag_08408	K17818	map01100	Metabolic pathways
Ag_08424	K00108	map00260	Glycine, serine and threonine metabolism
Ag_08424	K00108	map01100	Metabolic pathways
Ag_08439	K00021	map00900	Terpenoid backbone biosynthesis
Ag_08439	K00021	map01100	Metabolic pathways
Ag_08439	K00021	map01110	Biosynthesis of secondary metabolites
Ag_08440	K02929	map03010	Ribosome
Ag_08452	K07824	map01100	Metabolic pathways
Ag_08653	K24034	map00270	Cysteine and methionine metabolism
Ag_08653	K24034	map00300	Lysine biosynthesis
Ag_08653	K24034	map00310	Lysine degradation
Ag_08653	K24034	map00330	Arginine and proline metabolism
Ag_08653	K24034	map00480	Glutathione metabolism
Ag_08653	K24034	map01100	Metabolic pathways
Ag_08653	K24034	map01230	Biosynthesis of amino acids
Ag_08677	K14004	map03013	RNA transport
Ag_08677	K14004	map04141	Protein processing in endoplasmic reticulum
Ag_08736	K01613	map00564	Glycerophospholipid metabolism
Ag_08736	K01613	map01100	Metabolic pathways
Ag_08736	K01613	map01110	Biosynthesis of secondary metabolites
Ag_08743	K01613	map00564	Glycerophospholipid metabolism
Ag_08743	K01613	map01100	Metabolic pathways
Ag_08743	K01613	map01110	Biosynthesis of secondary metabolites
Ag_08750	K01613	map00564	Glycerophospholipid metabolism
Ag_08750	K01613	map01100	Metabolic pathways
Ag_08750	K01613	map01110	Biosynthesis of secondary metabolites
Ag_08793	K22337	map00500	Starch and sucrose metabolism
Ag_08793	K22337	map01100	Metabolic pathways
Ag_08793	K22337	map01110	Biosynthesis of secondary metabolites
Ag_08821	K05349	map00460	Cyanoamino acid metabolism
Ag_08821	K05349	map00500	Starch and sucrose metabolism
Ag_08821	K05349	map01100	Metabolic pathways
Ag_08821	K05349	map01110	Biosynthesis of secondary metabolites
Ag_08839	K04708	map00600	Sphingolipid metabolism
Ag_08839	K04708	map01100	Metabolic pathways
Ag_08840	K04708	map00600	Sphingolipid metabolism
Ag_08840	K04708	map01100	Metabolic pathways
Ag_08859	K19833	map04011	MAPK signaling pathway - yeast
Ag_08865	K08711	map02010	ABC transporters
Ag_08878	K04627	map04011	MAPK signaling pathway - yeast
Ag_08882	K04627	map04011	MAPK signaling pathway - yeast
Ag_08883	K04627	map04011	MAPK signaling pathway - yeast
Ag_08893	K17066	map00680	Methane metabolism
Ag_08893	K17066	map01100	Metabolic pathways
Ag_08893	K17066	map01200	Carbon metabolism
Ag_08943	K11415	map00760	Nicotinate and nicotinamide metabolism
Ag_08943	K11415	map01100	Metabolic pathways
Ag_08948	K04627	map04011	MAPK signaling pathway - yeast
Ag_08949	K04627	map04011	MAPK signaling pathway - yeast
Ag_08953	K00688	map00500	Starch and sucrose metabolism
Ag_08953	K00688	map01100	Metabolic pathways
Ag_08953	K00688	map01110	Biosynthesis of secondary metabolites
Ag_08954	K00459	map00910	Nitrogen metabolism
Ag_08954	K00459	map01100	Metabolic pathways
Ag_08955	K00459	map00910	Nitrogen metabolism
Ag_08955	K00459	map01100	Metabolic pathways
Ag_08961	K03039	map03050	Proteasome
Ag_08962	K01192	map00511	Other glycan degradation
Ag_08963	K14309	map03013	RNA transport
Ag_08978	K11215	map04011	MAPK signaling pathway - yeast
Ag_08979	K03109	map03060	Protein export
Ag_08986	K01179	map00500	Starch and sucrose metabolism
Ag_08986	K01179	map01100	Metabolic pathways
Ag_08988	K03860	map00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
Ag_08988	K03860	map01100	Metabolic pathways
Ag_08989	K04513	map04011	MAPK signaling pathway - yeast
Ag_08989	K04513	map04144	Endocytosis
Ag_08994	K14157	map00310	Lysine degradation
Ag_08994	K14157	map01100	Metabolic pathways
Ag_08994	K14157	map01110	Biosynthesis of secondary metabolites
Ag_09026	K00059	map00061	Fatty acid biosynthesis
Ag_09026	K00059	map00780	Biotin metabolism
Ag_09026	K00059	map01100	Metabolic pathways
Ag_09026	K00059	map01110	Biosynthesis of secondary metabolites
Ag_09026	K00059	map01212	Fatty acid metabolism
Ag_09026	K00059	map01240	Biosynthesis of cofactors
Ag_09027	K02510	map00350	Tyrosine metabolism
Ag_09027	K02510	map01100	Metabolic pathways
Ag_09035	K05349	map00460	Cyanoamino acid metabolism
Ag_09035	K05349	map00500	Starch and sucrose metabolism
Ag_09035	K05349	map01100	Metabolic pathways
Ag_09035	K05349	map01110	Biosynthesis of secondary metabolites
Ag_09037	K08726	map00590	Arachidonic acid metabolism
Ag_09037	K08726	map01100	Metabolic pathways
Ag_09037	K08726	map04146	Peroxisome
Ag_09039	K14007	map04141	Protein processing in endoplasmic reticulum
Ag_09045	K12667	map00510	N-Glycan biosynthesis
Ag_09045	K12667	map00513	Various types of N-glycan biosynthesis
Ag_09045	K12667	map01100	Metabolic pathways
Ag_09045	K12667	map04141	Protein processing in endoplasmic reticulum
Ag_09050	K08497	map04130	SNARE interactions in vesicular transport
Ag_09052	K02988	map03010	Ribosome
Ag_09068	K12881	map03013	RNA transport
Ag_09068	K12881	map03015	mRNA surveillance pathway
Ag_09068	K12881	map03040	Spliceosome
Ag_09076	K00108	map00260	Glycine, serine and threonine metabolism
Ag_09076	K00108	map01100	Metabolic pathways
Ag_09106	K00108	map00260	Glycine, serine and threonine metabolism
Ag_09106	K00108	map01100	Metabolic pathways
Ag_09112	K01469	map00480	Glutathione metabolism
Ag_09112	K01469	map01100	Metabolic pathways
Ag_09137	K01464	map00240	Pyrimidine metabolism
Ag_09137	K01464	map00410	beta-Alanine metabolism
Ag_09137	K01464	map00770	Pantothenate and CoA biosynthesis
Ag_09137	K01464	map01100	Metabolic pathways
Ag_09141	K16841	map00230	Purine metabolism
Ag_09141	K16841	map01100	Metabolic pathways
Ag_09142	K00273	map00260	Glycine, serine and threonine metabolism
Ag_09142	K00273	map00330	Arginine and proline metabolism
Ag_09142	K00273	map00472	D-Arginine and D-ornithine metabolism
Ag_09142	K00273	map01100	Metabolic pathways
Ag_09142	K00273	map01110	Biosynthesis of secondary metabolites
Ag_09142	K00273	map04146	Peroxisome
Ag_09154	K05285	map00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
Ag_09154	K05285	map01100	Metabolic pathways
Ag_09158	K05285	map00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
Ag_09158	K05285	map01100	Metabolic pathways
Ag_09173	K05955	map00900	Terpenoid backbone biosynthesis
Ag_09173	K05955	map01110	Biosynthesis of secondary metabolites
Ag_09187	K01739	map00270	Cysteine and methionine metabolism
Ag_09187	K01739	map00450	Selenocompound metabolism
Ag_09187	K01739	map00920	Sulfur metabolism
Ag_09187	K01739	map01100	Metabolic pathways
Ag_09187	K01739	map01110	Biosynthesis of secondary metabolites
Ag_09187	K01739	map01230	Biosynthesis of amino acids
Ag_09194	K00799	map00480	Glutathione metabolism
Ag_09194	K00799	map01100	Metabolic pathways
Ag_09197	K12350	map00600	Sphingolipid metabolism
Ag_09197	K12350	map01100	Metabolic pathways
Ag_09201	K16055	map00500	Starch and sucrose metabolism
Ag_09201	K16055	map01100	Metabolic pathways
Ag_09201	K16055	map01110	Biosynthesis of secondary metabolites
Ag_09206	K20177	map04138	Autophagy - yeast
Ag_09251	K01684	map00052	Galactose metabolism
Ag_09251	K01684	map01100	Metabolic pathways
Ag_09252	K13171	map03013	RNA transport
Ag_09252	K13171	map03015	mRNA surveillance pathway
Ag_09261	K00065	map00040	Pentose and glucuronate interconversions
Ag_09261	K00065	map01100	Metabolic pathways
Ag_09262	K00008	map00040	Pentose and glucuronate interconversions
Ag_09262	K00008	map00051	Fructose and mannose metabolism
Ag_09262	K00008	map01100	Metabolic pathways
Ag_09267	K00029	map00620	Pyruvate metabolism
Ag_09267	K00029	map01100	Metabolic pathways
Ag_09267	K00029	map01200	Carbon metabolism
Ag_09270	K05349	map00460	Cyanoamino acid metabolism
Ag_09270	K05349	map00500	Starch and sucrose metabolism
Ag_09270	K05349	map01100	Metabolic pathways
Ag_09270	K05349	map01110	Biosynthesis of secondary metabolites
Ag_09272	K01201	map00511	Other glycan degradation
Ag_09272	K01201	map00600	Sphingolipid metabolism
Ag_09272	K01201	map01100	Metabolic pathways
Ag_09276	K00658	map00020	Citrate cycle (TCA cycle)
Ag_09276	K00658	map00310	Lysine degradation
Ag_09276	K00658	map00380	Tryptophan metabolism
Ag_09276	K00658	map01100	Metabolic pathways
Ag_09276	K00658	map01110	Biosynthesis of secondary metabolites
Ag_09276	K00658	map01200	Carbon metabolism
Ag_09277	K03024	map03020	RNA polymerase
Ag_09278	K12881	map03013	RNA transport
Ag_09278	K12881	map03015	mRNA surveillance pathway
Ag_09278	K12881	map03040	Spliceosome
Ag_09303	K02936	map03010	Ribosome
Ag_09304	K01673	map00910	Nitrogen metabolism
Ag_09304	K01673	map01100	Metabolic pathways
Ag_09318	K01934	map00670	One carbon pool by folate
Ag_09318	K01934	map01100	Metabolic pathways
Ag_09320	K10746	map03430	Mismatch repair
Ag_09333	K03020	map03020	RNA polymerase
Ag_09344	K06689	map04120	Ubiquitin mediated proteolysis
Ag_09344	K06689	map04141	Protein processing in endoplasmic reticulum
Ag_09351	K01535	map00190	Oxidative phosphorylation
Ag_09351	K01535	map01100	Metabolic pathways
Ag_09353	K07562	map03008	Ribosome biogenesis in eukaryotes
Ag_09353	K07562	map03013	RNA transport
Ag_09355	K12947	map03060	Protein export
Ag_09356	K00231	map00860	Porphyrin and chlorophyll metabolism
Ag_09356	K00231	map01100	Metabolic pathways
Ag_09356	K00231	map01110	Biosynthesis of secondary metabolites
Ag_09356	K00231	map01240	Biosynthesis of cofactors
Ag_09369	K11232	map04011	MAPK signaling pathway - yeast
Ag_09648	K19860	map04011	MAPK signaling pathway - yeast
Ag_09666	K00698	map00520	Amino sugar and nucleotide sugar metabolism
Ag_09666	K00698	map01100	Metabolic pathways
Ag_09724	K03934	map00190	Oxidative phosphorylation
Ag_09724	K03934	map01100	Metabolic pathways
Ag_09729	K13667	map00514	Other types of O-glycan biosynthesis
Ag_09731	K11866	map04144	Endocytosis
Ag_09733	K03179	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
Ag_09733	K03179	map01100	Metabolic pathways
Ag_09733	K03179	map01110	Biosynthesis of secondary metabolites
Ag_09733	K03179	map01240	Biosynthesis of cofactors
Ag_09734	K12870	map03040	Spliceosome
Ag_09735	K19787	map00340	Histidine metabolism
Ag_09735	K19787	map01100	Metabolic pathways
Ag_09777	K00108	map00260	Glycine, serine and threonine metabolism
Ag_09777	K00108	map01100	Metabolic pathways
Ag_09780	K00108	map00260	Glycine, serine and threonine metabolism
Ag_09780	K00108	map01100	Metabolic pathways
Ag_09848	K03017	map03020	RNA polymerase
Ag_09862	K01626	map00400	Phenylalanine, tyrosine and tryptophan biosynthesis
Ag_09862	K01626	map01100	Metabolic pathways
Ag_09862	K01626	map01110	Biosynthesis of secondary metabolites
Ag_09862	K01626	map01230	Biosynthesis of amino acids
Ag_09865	K00108	map00260	Glycine, serine and threonine metabolism
Ag_09865	K00108	map01100	Metabolic pathways
Ag_09924	K14315	map03013	RNA transport
Ag_09930	K14171	map04122	Sulfur relay system
Ag_09940	K08504	map04130	SNARE interactions in vesicular transport
Ag_09953	K04564	map04146	Peroxisome
Ag_10051	K01771	map00562	Inositol phosphate metabolism
Ag_10051	K01771	map01100	Metabolic pathways
Ag_10062	K01051	map00040	Pentose and glucuronate interconversions
Ag_10062	K01051	map01100	Metabolic pathways
Ag_10076	K01051	map00040	Pentose and glucuronate interconversions
Ag_10076	K01051	map01100	Metabolic pathways
Ag_10158	K00588	map01100	Metabolic pathways
Ag_10158	K00588	map01110	Biosynthesis of secondary metabolites
Ag_10178	K01505	map00270	Cysteine and methionine metabolism
Ag_10178	K01505	map01100	Metabolic pathways
Ag_10181	K02212	map03030	DNA replication
Ag_10181	K02212	map04111	Cell cycle - yeast
Ag_10181	K02212	map04113	Meiosis - yeast
Ag_10182	K02605	map04111	Cell cycle - yeast
Ag_10182	K02605	map04113	Meiosis - yeast
Ag_10183	K00814	map00220	Arginine biosynthesis
Ag_10183	K00814	map00250	Alanine, aspartate and glutamate metabolism
Ag_10183	K00814	map01100	Metabolic pathways
Ag_10183	K00814	map01200	Carbon metabolism
Ag_10183	K00814	map01210	2-Oxocarboxylic acid metabolism
Ag_10183	K00814	map01230	Biosynthesis of amino acids
Ag_10185	K08333	map04136	Autophagy - other
Ag_10185	K08333	map04138	Autophagy - yeast
Ag_10186	K14407	map03015	mRNA surveillance pathway
Ag_10198	K03885	map00190	Oxidative phosphorylation
Ag_10200	K12868	map03040	Spliceosome
Ag_10201	K00108	map00260	Glycine, serine and threonine metabolism
Ag_10201	K00108	map01100	Metabolic pathways
Ag_10216	K14328	map03013	RNA transport
Ag_10216	K14328	map03015	mRNA surveillance pathway
Ag_10220	K00275	map00750	Vitamin B6 metabolism
Ag_10220	K00275	map01100	Metabolic pathways
Ag_10220	K00275	map01240	Biosynthesis of cofactors
Ag_10227	K10775	map00360	Phenylalanine metabolism
Ag_10227	K10775	map01100	Metabolic pathways
Ag_10227	K10775	map01110	Biosynthesis of secondary metabolites
Ag_10268	K11422	map00310	Lysine degradation
Ag_10268	K11422	map01100	Metabolic pathways
Ag_10273	K14085	map00010	Glycolysis / Gluconeogenesis
Ag_10273	K14085	map00053	Ascorbate and aldarate metabolism
Ag_10273	K14085	map00071	Fatty acid degradation
Ag_10273	K14085	map00260	Glycine, serine and threonine metabolism
Ag_10273	K14085	map00280	Valine, leucine and isoleucine degradation
Ag_10273	K14085	map00310	Lysine degradation
Ag_10273	K14085	map00330	Arginine and proline metabolism
Ag_10273	K14085	map00340	Histidine metabolism
Ag_10273	K14085	map00380	Tryptophan metabolism
Ag_10273	K14085	map00410	beta-Alanine metabolism
Ag_10273	K14085	map00561	Glycerolipid metabolism
Ag_10273	K14085	map00620	Pyruvate metabolism
Ag_10273	K14085	map01100	Metabolic pathways
Ag_10273	K14085	map01110	Biosynthesis of secondary metabolites
Ag_10291	K21421	map04145	Phagosome
Ag_10298	K03809	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
Ag_10298	K03809	map01100	Metabolic pathways
Ag_10298	K03809	map01110	Biosynthesis of secondary metabolites
Ag_10298	K03809	map01240	Biosynthesis of cofactors
Ag_10299	K08852	map04141	Protein processing in endoplasmic reticulum
Ag_10306	K01082	map00920	Sulfur metabolism
Ag_10306	K01082	map01100	Metabolic pathways
Ag_10317	K01875	map00970	Aminoacyl-tRNA biosynthesis
Ag_10339	K00471	map00310	Lysine degradation
Ag_10339	K00471	map01100	Metabolic pathways
Ag_10361	K02915	map03010	Ribosome
Ag_10366	K05287	map00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
Ag_10366	K05287	map01100	Metabolic pathways
Ag_10373	K00654	map00600	Sphingolipid metabolism
Ag_10373	K00654	map01100	Metabolic pathways
Ag_10373	K00654	map04138	Autophagy - yeast
Ag_10374	K08269	map04136	Autophagy - other
Ag_10374	K08269	map04138	Autophagy - yeast
Ag_10374	K08269	map04139	Mitophagy - yeast
Ag_10492	K10884	map03450	Non-homologous end-joining
Ag_10521	K00823	map00250	Alanine, aspartate and glutamate metabolism
Ag_10521	K00823	map00410	beta-Alanine metabolism
Ag_10521	K00823	map00640	Propanoate metabolism
Ag_10521	K00823	map00650	Butanoate metabolism
Ag_10521	K00823	map01100	Metabolic pathways
Ag_10531	K03537	map03008	Ribosome biogenesis in eukaryotes
Ag_10531	K03537	map03013	RNA transport
Ag_10533	K01455	map00460	Cyanoamino acid metabolism
Ag_10533	K01455	map00630	Glyoxylate and dicarboxylate metabolism
Ag_10533	K01455	map00910	Nitrogen metabolism
Ag_10533	K01455	map01100	Metabolic pathways
Ag_10533	K01455	map01200	Carbon metabolism
Ag_10547	K01569	map00630	Glyoxylate and dicarboxylate metabolism
Ag_10547	K01569	map01100	Metabolic pathways
Ag_10592	K03144	map03022	Basal transcription factors
Ag_10592	K03144	map03420	Nucleotide excision repair
Ag_10596	K13993	map04141	Protein processing in endoplasmic reticulum
Ag_10597	K13993	map04141	Protein processing in endoplasmic reticulum
Ag_10608	K13993	map04141	Protein processing in endoplasmic reticulum
Ag_10629	K07407	map00052	Galactose metabolism
Ag_10629	K07407	map00561	Glycerolipid metabolism
Ag_10629	K07407	map00600	Sphingolipid metabolism
Ag_10629	K07407	map00603	Glycosphingolipid biosynthesis - globo and isoglobo series
Ag_10629	K07407	map01100	Metabolic pathways
Ag_10635	K13993	map04141	Protein processing in endoplasmic reticulum
Ag_10636	K13953	map00010	Glycolysis / Gluconeogenesis
Ag_10636	K13953	map00071	Fatty acid degradation
Ag_10636	K13953	map00350	Tyrosine metabolism
Ag_10636	K13953	map00620	Pyruvate metabolism
Ag_10636	K13953	map01100	Metabolic pathways
Ag_10636	K13953	map01110	Biosynthesis of secondary metabolites
Ag_10645	K00480	map01100	Metabolic pathways
Ag_10665	K02831	map04111	Cell cycle - yeast
Ag_10665	K02831	map04113	Meiosis - yeast
Ag_10679	K00451	map00350	Tyrosine metabolism
Ag_10679	K00451	map01100	Metabolic pathways
Ag_10682	K13993	map04141	Protein processing in endoplasmic reticulum
Ag_10694	K13993	map04141	Protein processing in endoplasmic reticulum
Ag_10785	K00921	map00562	Inositol phosphate metabolism
Ag_10785	K00921	map01100	Metabolic pathways
Ag_10785	K00921	map04070	Phosphatidylinositol signaling system
Ag_10785	K00921	map04145	Phagosome
Ag_10809	K19267	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
Ag_10809	K19267	map01100	Metabolic pathways
